"praatword","word","chapter","section","section_time_onset","section_time_offset","whole_time_onset","whole_time_offset","subtl freq",,"new-disc-stack-lc","new-disc-stack-lc-rev","new-disc-stack-bu","new-disc-stack-bu-rev","new-disc-pred-td","new-disc-pred-td-rev","new-disc-changed-lc","new-disc-changed-lc-rev","new-disc-changed-bu","new-disc-changed-bu-rev","new-disc-changed-td","new-disc-changed-td-rev","new-disc-old-lc","new-disc-old-rev","new-disc-old-td","new-disc-old-bu","new-disc-filler-gap","new-disc-filler-gap-only-filler","new-disc-filler-gap-only-gap","new-disc-filler-gap-only-rule-1","new-disc-filler-gap-only-rule-2","new-disc-filler-gap-only-rule-3","new-disc-filler-gap-only-rule-4","new-disc-filler-gap-only-rule-5","new-disc-filler-gap-only-rule-6","new-disc-filler-gap-only-rule-7",,"new-proj-stack-lc","new-proj-stack-lc-rev","new-proj-stack-bu","new-proj-stack-bu-rev","new-proj-pred-td","new-proj-pred-td-rev","new-proj-changed-lc","new-proj-changed-lc-rev","new-proj-changed-bu","new-proj-changed-bu-rev","new-proj-changed-td","new-proj-changed-td-rev","new-proj-old-lc","new-proj-old-rev","new-proj-old-td","new-proj-old-bu","new-proj-filler-gap","new-proj-filler-gap-only-filler","new-proj-filler-gap-only-gap","new-proj-filler-gap-only-rule-1","new-proj-filler-gap-only-rule-2","new-proj-filler-gap-only-rule-3","new-proj-filler-gap-only-rule-4","new-proj-filler-gap-only-rule-5","new-proj-filler-gap-only-rule-6","new-proj-filler-gap-only-rule-7"
"yet","yet",24,8,174.717,174.967,4486.72,4486.97,341.73,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"something","something",24,8,174.967,175.677,4486.97,4487.68,1500.16,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"radiates","radiates",24,8,175.677,176.517,4487.68,4488.52,0.1,,2,1,2,1,1,0,2,2,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,1,1,0,2,2,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"forth","forth",24,8,176.517,176.957,4488.52,4488.96,15.76,,1,1,2,1,1,0,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"in","in",24,8,176.957,177.047,4488.96,4489.05,9773.41,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,177.047,177.137,4489.05,4489.14,29449.18,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"silence","silence",24,8,177.137,177.861,4489.14,4489.86,25.37,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"what","what",24,8,179.088,179.343,4491.09,4491.34,9842.45,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"makes","makes",24,8,179.343,179.733,4491.34,4491.73,241.1,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,179.733,179.823,4491.73,4491.82,29449.18,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"desert","desert",24,8,179.823,180.323,4491.82,4492.32,27.98,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"beautiful","beautiful",24,8,180.323,180.987,4492.32,4492.99,279.73,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"said","said",24,8,181.326,181.521,4493.33,4493.52,1108.45,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,181.521,181.651,4493.52,4493.65,29449.18,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",24,8,181.651,181.901,4493.65,4493.9,1446.39,,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",24,8,181.901,182.416,4493.9,4494.42,45.08,,1,1,3,3,1,1,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"is","is",24,8,182.9,183.095,4494.9,4495.1,9013,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"that","that",24,8,183.095,183.305,4495.1,4495.31,14111.31,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"somewhere","somewhere",24,8,183.305,183.975,4495.31,4495.98,111.53,,2,2,6,6,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"it","it",24,8,183.975,184.125,4495.98,4496.12,18896.31,,1,1,6,6,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"hides","hides",24,8,184.125,184.465,4496.12,4496.47,3.75,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,184.465,184.525,4496.47,4496.52,20415.27,,1,1,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"well","well",24,8,184.525,184.909,4496.52,4496.91,2990.65,,1,1,1,1,0,0,9,9,9,9,9,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,186.486,186.591,4498.49,4498.59,39971.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"was","was",24,8,186.591,186.781,4498.59,4498.78,5654.73,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"surprised","surprised",24,8,186.781,187.421,4498.78,4499.42,55.06,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",24,8,187.421,187.511,4499.42,4499.51,22677.84,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"suddenly","suddenly",24,8,187.511,188.071,4499.51,4500.07,55.96,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"understand","understand",24,8,188.071,188.821,4500.07,4500.82,482.45,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"this","this",24,8,188.821,189.071,4500.82,4501.07,7978.73,,2,2,6,6,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,6,6,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"mysterious","mysterious",24,8,189.071,189.851,4501.07,4501.85,15,,2,1,6,6,1,1,3,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,6,6,1,1,3,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"radiation","radiation",24,8,189.851,190.481,4501.85,4502.48,8.22,,1,1,6,1,1,0,4,7,2,7,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,6,1,1,0,4,7,2,7,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"of","of",24,8,190.481,190.571,4502.48,4502.57,11577.24,,1,1,7,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,190.571,190.651,4502.57,4502.65,29449.18,,1,1,8,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sands","sands",24,8,190.651,191.26,4502.65,4503.26,2.12,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0
"when","when",24,8,192.407,192.542,4504.41,4504.54,2034.1,,1,1,1,1,1,1,2,2,1,1,8,8,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,6,6,1,1,5,0,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,192.542,192.672,4504.54,4504.67,39971.16,,2,2,2,2,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"was","was",24,8,192.672,192.872,4504.67,4504.87,5654.73,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,192.872,192.922,4504.87,4504.92,20415.27,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",24,8,192.922,193.212,4504.92,4505.21,1446.39,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"boy","boy",24,8,193.212,193.592,4505.21,4505.59,529.82,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,193.592,193.912,4505.59,4505.91,39971.16,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"lived","lived",24,8,193.912,194.202,4505.91,4506.2,66.04,,1,1,2,1,1,1,3,3,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,1,3,3,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"in","in",24,8,194.202,194.402,4506.2,4506.4,9773.41,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"an","an",24,8,194.402,194.482,4506.4,4506.48,1864.14,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"old","old",24,8,194.482,194.732,4506.48,4506.73,608.94,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"house","house",24,8,194.732,195.366,4506.73,4507.37,514,,1,1,1,1,1,1,6,3,5,3,5,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,6,3,5,3,5,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"and","and",24,8,195.641,195.916,4507.64,4507.92,13387.84,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"legend","legend",24,8,195.916,196.476,4507.92,4508.48,17.16,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"told","told",24,8,196.476,196.886,4508.48,4508.89,699.59,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"that","that",24,8,196.886,197.036,4508.89,4509.04,14111.31,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,197.036,197.076,4509.04,4509.08,20415.27,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"treasure","treasure",24,8,197.076,197.566,4509.08,4509.57,19.06,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"was","was",24,8,197.566,197.786,4509.57,4509.79,5654.73,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"buried","buried",24,8,197.786,198.176,4509.79,4510.18,34.08,,1,1,7,1,1,0,3,7,1,7,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,1,1,0,3,7,1,7,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"there","there",24,8,198.176,198.4,4510.18,4510.4,4348.12,,1,1,1,1,0,0,8,1,8,1,8,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,8,1,8,1,8,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0
"of","of",24,8,198.824,199.149,4510.82,4511.15,11577.24,,1,1,1,1,1,1,2,2,1,1,6,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"course","course",24,8,199.149,199.739,4511.15,4511.74,487.22,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"no","no",24,8,199.739,199.949,4511.74,4511.95,5971.55,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"one","one",24,8,199.949,200.089,4511.95,4512.09,3072.24,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"had","had",24,8,200.089,200.269,4512.09,4512.27,1675.92,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"ever","ever",24,8,200.269,200.489,4512.27,4512.49,709.22,,1,1,3,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"been","been",24,8,200.489,200.639,4512.49,4512.64,1736.73,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"able","able",24,8,200.639,200.899,4512.64,4512.9,159.9,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",24,8,200.899,200.989,4512.9,4512.99,22677.84,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"find","find",24,8,200.989,201.359,4512.99,4513.36,830.96,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"it","it",24,8,201.359,201.508,4513.36,4513.51,18896.31,,1,1,1,1,1,1,9,9,8,8,8,8,1,1,0,7,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,9,9,8,8,8,8,1,1,0,7,0,0,0,0,0,0,0,0,0,0
"or","or",24,8,202.017,202.122,4514.02,4514.12,1705.29,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"perhaps","perhaps",24,8,202.122,202.712,4514.12,4514.71,136.06,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"no","no",24,8,202.712,202.992,4514.71,4514.99,5971.55,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"one","one",24,8,202.992,203.142,4514.99,4515.14,3072.24,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"had","had",24,8,203.142,203.302,4515.14,4515.3,1675.92,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"even","even",24,8,203.302,203.522,4515.3,4515.52,875.92,,1,1,3,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"looked","looked",24,8,203.522,203.842,4515.52,4515.84,120.9,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"for","for",24,8,203.842,203.972,4515.84,4515.97,6895.1,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"it","it",24,8,203.972,204.181,4515.97,4516.18,18896.31,,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"but","but",24,8,204.69,205.135,4516.69,4517.14,4417.47,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"it","it",24,8,205.135,205.275,4517.14,4517.27,18896.31,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"cast","cast",24,8,205.275,205.735,4517.27,4517.73,23.14,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"an","an",24,8,205.735,205.805,4517.73,4517.81,1864.14,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"enchantment","enchantment",24,8,205.805,206.675,4517.81,4518.68,0.57,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"over","over",24,8,206.675,206.775,4518.68,4518.77,1323.29,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"that","that",24,8,206.775,207.115,4518.77,4519.11,14111.31,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"house","house",24,8,207.115,207.653,4519.11,4519.65,514,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"my","my",24,8,208.107,208.412,4520.11,4520.41,6762.73,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"home","home",24,8,208.412,208.862,4520.41,4520.86,774.33,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"was","was",24,8,208.862,209.062,4520.86,4521.06,5654.73,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"hiding","hiding",24,8,209.062,209.432,4521.06,4521.43,43.27,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,209.432,209.512,4521.43,4521.51,20415.27,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"secret","secret",24,8,209.512,210.152,4521.51,4522.15,109.51,,1,1,3,1,1,0,5,5,3,5,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,0,5,5,3,5,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"in","in",24,8,210.152,210.272,4522.15,4522.27,9773.41,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,210.272,210.332,4522.27,4522.33,29449.18,,2,1,5,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,5,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"depths","depths",24,8,210.332,210.862,4522.33,4522.86,3.1,,1,1,5,1,1,0,4,3,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,5,1,1,0,4,3,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"of","of",24,8,210.862,210.942,4522.86,4522.94,11577.24,,1,1,6,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"its","its",24,8,210.942,211.132,4522.94,4523.13,171.71,,1,1,7,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
