"praatword","word","chapter","section","section_time_onset","section_time_offset","whole_time_onset","whole_time_offset","subtl freq",,"new-disc-stack-lc","new-disc-stack-lc-rev","new-disc-stack-bu","new-disc-stack-bu-rev","new-disc-pred-td","new-disc-pred-td-rev","new-disc-changed-lc","new-disc-changed-lc-rev","new-disc-changed-bu","new-disc-changed-bu-rev","new-disc-changed-td","new-disc-changed-td-rev","new-disc-old-lc","new-disc-old-rev","new-disc-old-td","new-disc-old-bu","new-disc-filler-gap","new-disc-filler-gap-only-filler","new-disc-filler-gap-only-gap","new-disc-filler-gap-only-rule-1","new-disc-filler-gap-only-rule-2","new-disc-filler-gap-only-rule-3","new-disc-filler-gap-only-rule-4","new-disc-filler-gap-only-rule-5","new-disc-filler-gap-only-rule-6","new-disc-filler-gap-only-rule-7",,"new-proj-stack-lc","new-proj-stack-lc-rev","new-proj-stack-bu","new-proj-stack-bu-rev","new-proj-pred-td","new-proj-pred-td-rev","new-proj-changed-lc","new-proj-changed-lc-rev","new-proj-changed-bu","new-proj-changed-bu-rev","new-proj-changed-td","new-proj-changed-td-rev","new-proj-old-lc","new-proj-old-rev","new-proj-old-td","new-proj-old-bu","new-proj-filler-gap","new-proj-filler-gap-only-filler","new-proj-filler-gap-only-gap","new-proj-filler-gap-only-rule-1","new-proj-filler-gap-only-rule-2","new-proj-filler-gap-only-rule-3","new-proj-filler-gap-only-rule-4","new-proj-filler-gap-only-rule-5","new-proj-filler-gap-only-rule-6","new-proj-filler-gap-only-rule-7"
"sand","sand",17,6,448.123,448.66,3424.12,3424.66,20.29,,1,1,1,1,0,0,14,3,14,3,14,3,0,1,0,13,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0
"good","good",17,6,449.528,449.673,3425.53,3425.67,2610.14,,1,1,1,1,1,1,2,2,1,1,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"evening","evening",17,6,449.673,450.093,3425.67,3426.09,120.69,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,450.398,450.582,3426.4,3426.58,1108.45,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,450.582,450.692,3426.58,3426.69,29449.18,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",17,6,450.692,450.993,3426.69,3426.99,1446.39,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",17,6,450.993,451.363,3426.99,3427.36,45.08,,1,1,1,1,1,0,4,3,3,3,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,4,3,3,3,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"courteously","courteously",17,6,451.363,452.102,3427.36,3428.1,0.06,,1,1,1,1,0,0,2,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,2,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"good","good",17,6,452.8,453.005,3428.8,3429.01,2610.14,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"evening","evening",17,6,453.005,453.555,3429.01,3429.55,120.69,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,453.555,453.995,3429.55,3429.99,1108.45,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,453.995,454.085,3429.99,3430.09,29449.18,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"snake","snake",17,6,454.085,454.555,3430.09,3430.55,22.35,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"on","on",17,6,455.627,455.772,3431.63,3431.77,6955.73,,1,1,1,1,1,1,2,2,1,1,9,8,1,1,8,0,1,1,0,0,1,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"what","what",17,6,455.772,455.932,3431.77,3431.93,9842.45,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"planet","planet",17,6,455.932,456.342,3431.93,3432.34,38.73,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,1,0,0,0,1,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"have","have",17,6,456.342,456.472,3432.34,3432.47,6161.41,,2,2,2,2,1,1,2,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"i","i",17,6,456.472,456.582,3432.47,3432.58,39971.16,,2,2,3,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"come","come",17,6,456.582,456.832,3432.58,3432.83,3140.98,,2,1,4,4,1,1,3,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"down","down",17,6,456.832,457.122,3432.83,3433.12,1490.27,,1,1,5,4,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"on","on",17,6,457.122,457.387,3433.12,3433.39,6955.73,,1,1,1,1,1,1,7,6,6,5,6,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"asked","asked",17,6,457.706,457.961,3433.71,3433.96,216.25,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,457.961,458.041,3433.96,3434.04,29449.18,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",17,6,458.041,458.301,3434.04,3434.3,1446.39,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",17,6,458.301,458.791,3434.3,3434.79,45.08,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"onto","onto",17,6,459.474,459.829,3435.47,3435.83,36.69,,1,1,1,1,1,1,2,2,1,1,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"earth","earth",17,6,459.829,460.289,3435.83,3436.29,99.49,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"in","in",17,6,460.508,460.633,3436.51,3436.63,9773.41,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"africa","africa",17,6,460.633,461.248,3436.63,3437.25,18.76,,1,1,1,1,1,1,4,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,461.582,461.647,3437.58,3437.65,29449.18,,2,2,2,2,1,1,2,2,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"snake","snake",17,6,461.647,462.027,3437.65,3438.03,22.35,,1,1,2,2,1,1,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"answered","answered",17,6,462.027,462.522,3438.03,3438.52,15.2,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"oh","oh",17,6,462.761,463.521,3438.76,3439.52,3289.82,,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"so","so",17,6,464.045,464.19,3440.05,3440.19,4244.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"there","there",17,6,464.19,464.42,3440.19,3440.42,4348.12,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"s","is",17,6,464.42,464.47,3440.42,3440.47,20731.39,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"no","no",17,6,464.47,464.69,3440.47,3440.69,5971.55,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"one","one",17,6,464.69,464.83,3440.69,3440.83,3072.24,,1,1,3,1,1,0,5,5,3,5,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"on","on",17,6,464.83,464.98,3440.83,3440.98,6955.73,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"earth","earth",17,6,464.98,465.41,3440.98,3441.41,99.49,,1,1,1,1,0,0,5,2,5,2,5,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,2,4,2,4,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"this","this",17,6,466.128,466.473,3442.13,3442.47,7978.73,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"is","is",17,6,466.473,466.653,3442.47,3442.65,9013,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,466.653,466.763,3442.65,3442.76,29449.18,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"desert","desert",17,6,466.763,467.382,3442.76,3443.38,27.98,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"there","there",17,6,467.682,467.897,3443.68,3443.9,4348.12,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"is","is",17,6,467.897,468.047,3443.9,3444.05,9013,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"no","no",17,6,468.047,468.277,3444.05,3444.28,5971.55,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"one","one",17,6,468.277,468.457,3444.28,3444.46,3072.24,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,5,4,3,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"in","in",17,6,468.457,468.577,3444.46,3444.58,9773.41,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,468.577,468.667,3444.58,3444.67,29449.18,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"deserts","deserts",17,6,468.667,469.331,3444.67,3445.33,0.88,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,469.561,469.706,3445.56,3445.71,29449.18,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"earth","earth",17,6,469.706,470.046,3445.71,3446.05,99.49,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"is","is",17,6,470.046,470.186,3446.05,3446.19,9013,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"large","large",17,6,470.186,470.896,3446.19,3446.9,41.45,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,470.896,471.186,3446.9,3447.19,1108.45,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,471.186,471.266,3447.19,3447.27,29449.18,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"snake","snake",17,6,471.266,471.705,3447.27,3447.7,22.35,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,472.573,473.008,3448.57,3449.01,29449.18,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"little","little",17,6,473.008,473.248,3449.01,3449.25,1446.39,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",17,6,473.248,473.628,3449.25,3449.63,45.08,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"sat","sat",17,6,473.628,473.918,3449.63,3449.92,28.61,,2,2,2,2,1,1,2,2,1,1,6,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,6,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"down","down",17,6,473.918,474.128,3449.92,3450.13,1490.27,,2,2,2,2,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"on","on",17,6,474.128,474.258,3450.13,3450.26,6955.73,,2,2,3,3,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",17,6,474.258,474.308,3450.26,3450.31,20415.27,,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"stone","stone",17,6,474.308,474.768,3450.31,3450.77,40.63,,2,2,2,2,1,1,5,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,5,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"and","and",17,6,474.768,474.928,3450.77,3450.93,13387.84,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"raised","raised",17,6,474.928,475.358,3450.93,3451.36,25.73,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"his","his",17,6,475.358,475.588,3451.36,3451.59,2124.78,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"eyes","eyes",17,6,475.588,476.028,3451.59,3452.03,221.55,,1,1,3,1,1,0,5,5,3,5,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,0,5,5,3,5,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"toward","toward",17,6,476.028,476.228,3452.03,3452.23,22.92,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,476.228,476.328,3452.23,3452.33,29449.18,,1,1,5,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sky","sky",17,6,476.328,476.817,3452.33,3452.82,44.8,,1,1,1,1,0,0,6,3,6,3,6,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,6,3,6,3,6,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0
"i","i",17,6,477.814,477.889,3453.81,3453.89,39971.16,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"wonder","wonder",17,6,477.889,478.504,3453.89,3454.5,116.98,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"he","he",17,6,478.744,478.859,3454.74,3454.86,7637.2,,2,2,3,3,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"said","said",17,6,478.859,479.259,3454.86,3455.26,1108.45,,1,1,4,4,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"if","if",17,6,479.453,479.848,3455.45,3455.85,3541.37,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",17,6,479.848,479.928,3455.85,3455.93,29449.18,,2,2,6,6,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"stars","stars",17,6,479.928,480.478,3455.93,3456.48,46.14,,1,1,6,6,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"are","are",17,6,480.478,480.588,3456.48,3456.59,5209.25,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"lit","lit",17,6,480.588,480.898,3456.59,3456.9,9.73,,1,1,8,1,1,0,3,8,1,8,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,1,1,0,3,6,1,6,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"so","so",17,6,480.898,481.098,3456.9,3457.1,4244.16,,2,2,9,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,7,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"that","that",17,6,481.098,481.338,3457.1,3457.34,14111.31,,1,1,9,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,7,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"each","each",17,6,481.338,481.558,3457.34,3457.56,253.25,,2,1,10,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,8,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"of","of",17,6,481.558,481.638,3457.56,3457.64,11577.24,,2,1,11,4,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,9,4,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"us","us",17,6,481.638,481.818,3457.64,3457.82,1695.65,,1,1,10,3,1,1,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,8,3,1,1,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"can","can",17,6,481.818,482.088,3457.82,3458.09,5247.45,,2,1,11,4,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,9,4,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"one","one",17,6,482.088,482.378,3458.09,3458.38,3072.24,,2,1,12,5,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,10,5,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"day","day",17,6,482.378,482.578,3458.38,3458.58,801.82,,1,1,11,4,1,1,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,9,4,1,1,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"find","find",17,6,482.578,482.938,3458.58,3458.94,830.96,,2,1,12,5,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,10,5,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"his","his",17,6,482.938,483.138,3458.94,3459.14,2124.78,,2,1,13,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,11,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"own","own",17,6,483.138,483.328,3459.14,3459.33,459.2,,1,1,12,1,1,0,5,6,3,6,3,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,10,1,1,0,5,6,3,6,3,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"again","again",17,6,483.328,483.757,3459.33,3459.76,792.71,,1,1,1,1,0,0,13,1,13,1,13,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,11,1,11,1,11,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0
"look","look",17,6,484.206,484.611,3460.21,3460.61,1947.27,,1,1,1,1,1,0,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
