,word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,sentence_id,new-disc-stack-lc,new-disc-stack-lc-rev,new-disc-stack-bu,new-disc-stack-bu-rev,new-disc-pred-td,new-disc-pred-td-rev,new-disc-changed-lc,new-disc-changed-lc-rev,new-disc-changed-bu,new-disc-changed-bu-rev,new-disc-changed-td,new-disc-changed-td-rev,new-disc-old-lc,new-disc-old-rev,new-disc-old-td,new-disc-old-bu,new-disc-filler-gap,new-disc-filler-gap-only-filler,new-disc-filler-gap-only-gap,new-disc-filler-gap-only-rule-1,new-disc-filler-gap-only-rule-2,new-disc-filler-gap-only-rule-3,new-disc-filler-gap-only-rule-4,new-disc-filler-gap-only-rule-5,new-disc-filler-gap-only-rule-6,new-disc-filler-gap-only-rule-7,new-proj-stack-lc,new-proj-stack-lc-rev,new-proj-stack-bu,new-proj-stack-bu-rev,new-proj-pred-td,new-proj-pred-td-rev,new-proj-changed-lc,new-proj-changed-lc-rev,new-proj-changed-bu,new-proj-changed-bu-rev,new-proj-changed-td,new-proj-changed-td-rev,new-proj-old-lc,new-proj-old-rev,new-proj-old-td,new-proj-old-bu,new-proj-filler-gap,new-proj-filler-gap-only-filler,new-proj-filler-gap-only-gap,new-proj-filler-gap-only-rule-1,new-proj-filler-gap-only-rule-2,new-proj-filler-gap-only-rule-3,new-proj-filler-gap-only-rule-4,new-proj-filler-gap-only-rule-5,new-proj-filler-gap-only-rule-6,new-proj-filler-gap-only-rule-7
13624,了,了,479.58,479.71,11.717088826693631,PART,8,1,5,2,2374,1,1,1,1,0,0,3,2,3,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,3,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
13625,这时,这时,480.71,481.2,1.4955970960103406,ADV,8,3,2,3,2375,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,他,他,481.77,481.91,10.667244187208931,PRON,8,2,2,2,2376,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13627,又,又,481.91,482.08,9.206756758496828,ADV,8,3,2,3,2376,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13628,笑,笑,482.08,482.31,5.796349501515053,VERB,8,2,1,2,2376,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13629,了,了,482.31,482.52,11.717088826693631,PART,8,1,4,2,2376,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
13630,小家伙,小家伙,483.27,483.76,0.4498009219282161,NOUN,8,4,1,2,2377,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631,你,你,484.27,484.4,9.315711767574822,PRON,8,3,2,3,2378,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13632,太,太,484.4,484.56,7.304113040825763,ADV,8,3,2,3,2378,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13633,不,不,484.56,484.63,10.967124178394917,ADV,8,2,2,2,2378,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13634,公正,公正,484.63,484.91,6.071548023181245,VERB,8,2,1,2,2378,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
13635,了,了,484.91,485.08,11.717088826693631,PART,8,1,6,2,2378,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13636,我,我,485.91,486.03,10.534098233242508,PRON,8,2,2,2,2379,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13637,说,说,486.03,486.23,10.280013362803595,VERB,8,2,3,3,2379,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13638,我,我,486.88,487.04,10.534098233242508,PRON,8,3,2,3,2380,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13639,过去,过去,487.04,487.42,8.06205894295223,NOUN,8,3,2,3,2380,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13640,只,只,487.97,488.17,8.687318340146405,ADV,8,2,2,2,2380,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13641,会,会,488.17,488.34,10.067107867785882,VERB,8,2,1,2,2380,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13642,画,画,488.34,488.49,5.856540756976389,VERB,8,2,1,2,2380,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13643,开,开,488.49,488.66,8.10480920296228,VERB,8,6,1,2,2380,2,2,5,5,1,1,2,2,1,1,8,8,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,2,2,1,1,8,8,1,1,6,0,0,0,0,0,0,0,0,0,0,0
13644,着,着,488.66,488.75,9.759306279287683,PART,8,1,1,1,2380,2,2,5,5,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13645,肚皮,肚皮,488.75,489.11,2.1432375997599125,NOUN,8,2,3,3,2380,2,2,5,5,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13646,和,和,489.46,489.58,11.595540980134366,CCONJ,8,1,1,1,2380,2,2,5,5,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13647,闭,闭,489.58,489.75,4.273090288904739,VERB,8,2,1,2,2380,3,3,6,6,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13648,着,着,489.75,489.84,9.759306279287683,PART,8,1,1,1,2380,2,2,6,6,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,6,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13649,肚皮,肚皮,489.84,490.09,2.1432375997599125,NOUN,8,2,5,3,2380,2,2,5,5,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
13650,的,的,490.09,490.18,13.549001743000456,PART,8,1,2,2,2380,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13651,巨蟒,巨蟒,490.18,490.65,-0.962334670375562,NOUN,8,2,7,3,2380,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
13652,啊,啊,491.41,491.68,5.44965552350966,PART,8,4,2,3,2381,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13653,这,这,492.33,492.43,11.129278789292488,PRON,8,2,2,2,2381,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13654,就,就,492.43,492.53,10.143313771089671,ADV,8,3,2,3,2381,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13655,行,行,492.53,492.7,8.408021199078608,VERB,8,2,1,2,2381,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13656,了,了,492.7,492.9,11.717088826693631,PART,8,1,4,2,2381,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
13657,他,他,493.6,493.75,10.667244187208931,PRON,8,3,2,3,2382,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13658,说,说,493.75,493.95,10.280013362803595,VERB,8,2,4,3,2382,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13659,孩子们,孩子们,494.5,495.03,5.895614221451148,NOUN,8,3,2,3,2383,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13660,认,认,495.32,495.42,7.072158082873715,VERB,8,2,1,2,2383,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13661,得,得,495.42,495.57,8.835887911676375,PART,8,1,1,1,2383,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13662,出来,出来,495.57,495.96,8.020851829111212,VERB,8,2,4,3,2383,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13663,我,我,497.03,497.12,10.534098233242508,PRON,8,3,2,3,2384,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13664,就,就,497.12,497.27,10.143313771089671,ADV,8,3,2,3,2384,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13665,用,用,497.27,497.41,9.219764623880025,ADP,8,2,1,2,2384,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13666,铅笔,铅笔,497.41,497.83,2.648441729496899,NOUN,8,2,3,3,2384,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
13667,勾画,勾画,498.12,498.41,2.841356568410435,VERB,8,2,1,2,2384,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13668,了,了,498.41,498.53,11.717088826693631,PART,8,1,1,1,2384,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13669,一,一,498.53,498.61,11.4288871621941,NUM,8,3,1,2,2384,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13670,个,个,498.61,498.71,10.347959152135804,NUM,8,2,3,3,2384,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13671,嘴套,口套,498.71,499.11,-inf,NOUN,8,2,6,3,2384,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
13672,当,当,499.91,500.02,8.529402948041533,ADP,8,3,1,2,2385,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13673,我,我,500.02,500.12,10.534098233242508,PRON,8,4,2,3,2385,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13674,把,把,500.12,500.24,9.380520434905035,X,8,2,1,2,2385,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13675,它,它,500.24,500.37,9.65190170170917,PRON,8,3,2,3,2385,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13676,递,递,500.37,500.53,4.272100155295277,VERB,8,2,1,2,2385,2,2,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13677,给,给,500.53,500.63,8.87379517269326,VERB,8,2,1,2,2385,2,2,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13678,小王子,小王子,500.63,501.07,-0.807436326962073,NOUN,8,2,7,3,2385,1,1,2,2,1,1,8,8,6,6,6,6,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,8,8,6,6,6,6,1,1,0,5,0,0,0,0,0,0,0,0,0,0
13679,时,时,501.07,501.28,9.880894797450988,PART,8,1,3,2,2385,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13680,我,我,501.89,501.97,10.534098233242508,PRON,8,3,2,3,2386,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13681,心里,心里,501.97,502.22,6.004913700431986,NOUN,8,2,3,3,2386,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13682,很,很,502.22,502.33,9.553131814577668,ADV,8,3,2,3,2386,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13683,难受,难受,502.33,502.76,3.414771501689273,VERB,8,2,4,3,2386,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13684,你,你,503.87,504.0,9.315711767574822,PRON,8,5,2,3,2387,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13685,的,的,504.0,504.09,13.549001743000456,PART,8,1,2,2,2387,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13686,打算,打算,504.09,504.55,5.483380993761626,NOUN,8,2,3,3,2387,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13687,我,我,505.33,505.48,10.534098233242508,PRON,8,2,2,2,2388,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13688,一点,一点,505.48,505.76,8.058717104017786,ADV,8,3,2,3,2388,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
13689,也,也,505.76,505.86,10.523259496272392,PART,8,2,2,2,2388,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13690,不,不,505.86,505.94,10.967124178394917,ADV,8,2,2,2,2388,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13691,知道,知道,505.94,506.25,8.537073854883202,VERB,8,2,1,2,2388,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13692,我,我,507.0,507.14,10.534098233242508,PRON,8,3,2,3,2389,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13693,说,说,507.14,507.39,10.280013362803595,VERB,8,2,6,3,2389,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13694,但是,但是,508.15,508.51,8.966424308179176,ADV,8,3,2,3,2390,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13695,他,他,508.87,508.98,10.667244187208931,PRON,8,2,2,2,2391,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13696,不,不,508.98,509.09,10.967124178394917,ADV,8,3,2,3,2391,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13697,回答,回答,509.09,509.44,6.903608693768208,VERB,8,2,1,2,2391,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13698,我,我,509.44,509.62,10.534098233242508,PRON,8,2,5,3,2391,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
13699,他,他,510.15,510.27,10.667244187208931,PRON,8,3,2,3,2392,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13700,对,对,510.27,510.4,10.687452473351607,VERB,8,3,1,2,2392,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13701,我,我,510.4,510.51,10.534098233242508,PRON,8,2,3,3,2392,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13702,说,说,510.51,510.72,10.280013362803595,VERB,8,2,1,2,2392,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13703,你,你,511.7,511.87,9.315711767574822,PRON,8,3,2,3,2393,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13704,知道,知道,511.87,512.22,8.537073854883202,VERB,8,2,1,2,2393,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13705,我,我,512.74,512.94,10.534098233242508,PRON,8,4,2,3,2394,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13706,落,落,512.94,513.07,5.969139691666959,VERB,8,2,3,3,2394,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13707,在,在,513.07,513.19,11.76214703363635,ADP,8,3,1,2,2394,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13708,地球,地球,513.19,513.55,5.987290849336268,NOUN,8,3,2,3,2394,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13709,上,上,513.55,513.72,10.760238470227222,PART,8,1,3,2,2394,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
13710,到,到,514.34,514.44,10.517727203780378,ADP,8,2,1,2,2395,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13711,明天,明天,514.44,514.88,5.168635697078262,NOUN,8,2,3,3,2395,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
13712,就,就,515.07,515.23,10.143313771089671,ADV,8,3,1,2,2395,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
