,word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,sentence_id,new-disc-stack-lc,new-disc-stack-lc-rev,new-disc-stack-bu,new-disc-stack-bu-rev,new-disc-pred-td,new-disc-pred-td-rev,new-disc-changed-lc,new-disc-changed-lc-rev,new-disc-changed-bu,new-disc-changed-bu-rev,new-disc-changed-td,new-disc-changed-td-rev,new-disc-old-lc,new-disc-old-rev,new-disc-old-td,new-disc-old-bu,new-disc-filler-gap,new-disc-filler-gap-only-filler,new-disc-filler-gap-only-gap,new-disc-filler-gap-only-rule-1,new-disc-filler-gap-only-rule-2,new-disc-filler-gap-only-rule-3,new-disc-filler-gap-only-rule-4,new-disc-filler-gap-only-rule-5,new-disc-filler-gap-only-rule-6,new-disc-filler-gap-only-rule-7,new-proj-stack-lc,new-proj-stack-lc-rev,new-proj-stack-bu,new-proj-stack-bu-rev,new-proj-pred-td,new-proj-pred-td-rev,new-proj-changed-lc,new-proj-changed-lc-rev,new-proj-changed-bu,new-proj-changed-bu-rev,new-proj-changed-td,new-proj-changed-td-rev,new-proj-old-lc,new-proj-old-rev,new-proj-old-td,new-proj-old-bu,new-proj-filler-gap,new-proj-filler-gap-only-filler,new-proj-filler-gap-only-gap,new-proj-filler-gap-only-rule-1,new-proj-filler-gap-only-rule-2,new-proj-filler-gap-only-rule-3,new-proj-filler-gap-only-rule-4,new-proj-filler-gap-only-rule-5,new-proj-filler-gap-only-rule-6,new-proj-filler-gap-only-rule-7
1648,给,给,528.85,528.95,8.87379517269326,VERB,1,3,2,3,239,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1649,你,你,528.95,529.07,9.315711767574822,PRON,1,2,1,2,239,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
1650,画,画,529.07,529.21,5.856540756976389,VERB,1,2,3,3,239,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1651,一,一,529.21,529.29,11.4288871621941,NUM,1,2,1,2,239,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1652,根,根,529.29,529.41,6.316632053948887,NUM,1,3,1,2,239,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1653,绳子,绳子,529.41,529.81,2.6505623212295824,NOUN,1,2,3,3,239,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1654,白天,白天,530.19,530.45,4.334686044364422,NOUN,1,2,7,3,240,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1655,可以,可以,530.45,530.65,9.877685011703235,VERB,1,3,2,3,240,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1656,拴,拴,530.65,530.82,-0.9861768593383216,VERB,1,2,1,2,240,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1657,住,住,530.82,530.98,7.88222887754296,VERB,1,3,1,2,240,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1658,它,它,530.98,531.16,9.65190170170917,PRON,1,1,2,2,240,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1659,我,我,532.23,532.39,10.534098233242508,PRON,1,2,5,3,241,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1660,的,的,532.39,532.48,13.549001743000456,PART,1,5,2,3,241,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1661,建议,建议,532.48,532.93,7.515102167075265,NOUN,1,1,2,2,241,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1662,看来,看来,533.22,533.47,-0.9861768593383216,ADV,1,2,3,3,241,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1663,有点儿,有点,533.47,533.7,5.856858291310669,ADV,1,3,2,3,241,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1664,使,使,533.7,533.83,9.423635910402565,VERB,1,3,2,3,241,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1665,小王子,小王子,533.83,534.21,-0.807436326962073,NOUN,1,2,1,2,241,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1666,反感,反感,534.21,534.61,3.9187006601813863,VERB,1,2,2,2,241,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1667,拴,拴,535.37,535.62,-0.9861768593383216,NOUN,1,2,6,3,242,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1668,住,住,535.62,535.77,7.88222887754296,VERB,1,4,1,2,242,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1669,它,它,535.77,536.01,9.65190170170917,PRON,1,1,2,2,242,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1670,多么,多么,536.55,536.75,5.69887043029518,ADV,1,2,4,3,243,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1671,奇怪,奇怪,536.75,537.04,5.942185013216718,ADJ,1,6,2,3,243,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1672,的,的,537.04,537.13,13.549001743000456,PART,1,1,2,2,243,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1673,主意,主意,537.13,537.52,4.576698692412178,NOUN,1,1,2,2,243,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1674,如果,如果,538.79,539.02,9.005800567823767,SCONJ,1,2,4,3,244,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1675,你,你,539.02,539.14,9.315711767574822,PRON,1,4,2,3,244,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1676,不,不,539.14,539.31,10.967124178394917,ADV,1,3,2,3,244,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1677,拴,拴,539.31,539.51,-0.9861768593383216,VERB,1,3,2,3,244,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1678,住,住,539.51,539.58,7.88222887754296,VERB,1,3,1,2,244,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1679,它,它,539.58,539.8,9.65190170170917,PRON,1,1,2,2,244,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1680,它,它,540.21,540.32,9.65190170170917,PRON,1,2,6,3,245,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1681,就,就,540.32,540.41,10.143313771089671,ADV,1,3,2,3,245,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1682,到处,到处,540.41,540.64,5.106236340685645,ADV,1,3,2,3,245,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1683,跑,跑,540.64,540.92,5.706777983635999,VERB,1,3,2,3,245,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1684,那么,那么,541.32,541.49,8.17585939654776,ADV,1,2,6,3,246,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1685,它,它,541.49,541.61,9.65190170170917,PRON,1,3,2,3,246,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1686,会,会,541.61,541.72,10.067107867785882,VERB,1,4,2,3,246,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1687,跑,跑,541.72,541.89,5.706777983635999,VERB,1,3,2,3,246,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1688,丢,丢,541.89,542.08,3.667528128202901,VERB,1,3,1,2,246,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
1689,的,的,542.08,542.27,13.549001743000456,PART,1,1,5,2,246,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1690,我,我,543.2,543.3,10.534098233242508,PRON,1,1,3,2,247,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
1691,的,的,543.3,543.39,13.549001743000456,PART,1,6,2,3,247,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1692,这,这,543.39,543.5,11.129278789292488,DET,1,1,2,2,247,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1693,位,位,543.5,543.6,8.577096988795265,NUM,1,3,1,2,247,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
1694,朋友,朋友,543.6,544.07,7.320384000366549,NOUN,1,2,3,3,247,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1695,又,又,544.32,544.48,9.206756758496828,ADV,1,2,4,3,247,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1696,笑,笑,544.48,544.66,5.796349501515053,VERB,1,3,2,3,247,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1697,出,出,544.66,544.79,9.616849668063612,VERB,1,4,1,2,247,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1698,了,了,544.79,544.88,11.717088826693631,PART,1,1,2,2,247,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1699,声,声,544.88,545.12,6.438249125974576,NOUN,1,1,2,2,247,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1700,你,你,545.87,546.01,9.315711767574822,PRON,1,2,5,3,248,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1701,想,想,546.01,546.16,8.367560058756213,VERB,1,4,2,3,248,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1702,要,要,546.16,546.33,10.12225671012577,VERB,1,4,1,2,248,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1703,它,它,546.33,546.55,9.65190170170917,PRON,1,1,3,2,248,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1704,跑,跑,546.75,546.83,5.706777983635999,VERB,1,3,2,3,248,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1705,到,到,546.83,546.93,10.517727203780378,VERB,1,3,2,3,248,2,2,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1706,哪里,哪里,546.93,547.22,6.207523058698961,PRON,1,3,1,2,248,1,1,4,4,1,1,5,5,3,3,3,3,1,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,4,4,1,1,5,5,3,3,3,3,1,1,0,2,1,1,0,0,0,0,0,0,0,1
1707,去,去,547.22,547.38,8.632603636927483,VERB,1,2,3,3,248,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,1,0,0,0,0,0,0,0,0,1
1708,呀,呀,547.38,547.55,4.512188293617776,PART,1,2,7,3,248,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1709,不管,不管,548.51,548.74,6.548661698212297,VERB,1,1,3,2,249,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1710,什么,什么,548.74,548.99,9.138085113257745,DET,1,4,1,2,249,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1711,地方,地方,548.99,549.31,8.868399771067184,NOUN,1,3,2,3,249,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1712,它,它,549.69,549.79,9.65190170170917,PRON,1,2,5,3,250,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1713,一直,一直,549.79,550.03,7.691305162811901,ADV,1,3,2,3,250,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1714,往,往,550.03,550.18,6.611499221412039,ADP,1,3,2,3,250,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1715,前,前,550.18,550.39,8.716430860586504,NOUN,1,3,1,2,250,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1716,跑,跑,550.39,550.64,5.706777983635999,VERB,1,1,2,2,250,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1717,这时,这时,551.44,551.86,1.4955970960103406,ADV,1,2,6,3,251,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,小王子,小王子,552.13,552.58,-0.807436326962073,NOUN,1,3,2,3,252,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1719,郑重其事,郑重,552.58,553.28,3.4653608324696434,VERB,1,3,2,3,252,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1720,地,地,553.28,553.36,10.18742007921881,PART,1,4,2,3,252,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1721,说,说,553.36,553.62,10.280013362803595,VERB,1,1,2,2,252,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1722,这,这,554.43,554.54,11.129278789292488,PRON,1,2,1,2,253,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1723,没有,没有,554.54,554.9,9.863041372805316,VERB,1,3,2,3,253,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1724,什么,什么,554.9,555.12,9.138085113257745,DET,1,2,1,2,253,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1725,关系,关系,555.12,555.58,9.55574367902126,NOUN,1,3,2,3,253,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1726,我,我,556.11,556.21,10.534098233242508,PRON,1,2,9,3,254,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1727,那里,那里,556.21,556.58,7.1518451170901125,PRON,1,4,2,3,254,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1728,很,很,556.82,557.06,9.553131814577668,ADV,1,1,2,2,254,2,2,3,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1729,小,小,557.06,557.3,8.572982991353514,VERB,1,4,2,3,254,1,1,3,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1730,很,很,557.3,557.5,9.553131814577668,ADV,1,2,3,3,254,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1731,小,小,557.5,557.74,8.572982991353514,VERB,1,3,2,3,254,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
1732,接着,接着,558.7,559.15,5.935333252659091,ADV,1,2,5,3,255,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,他,他,559.64,559.73,10.667244187208931,PRON,1,3,2,3,256,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1734,略,略,559.73,559.9,6.026698960129206,ADV,1,3,2,3,256,2,2,2,2,1,1,2,2,1,1,6,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,6,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0
1735,带,带,559.9,560.02,8.2285973682881,VERB,1,5,2,3,256,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1736,伤感,伤感,560.02,560.35,3.2208339065743625,VERB,1,2,1,2,256,2,2,2,2,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
1737,地,地,560.35,560.47,10.18742007921881,PART,1,2,4,3,256,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1738,又,又,560.47,560.57,9.206756758496828,ADV,1,1,2,2,256,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1739,补充,补充,560.57,560.97,6.907639272253617,VERB,1,3,2,3,256,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1740,了,了,560.97,561.03,11.717088826693631,PART,1,3,1,2,256,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
